GCM,run,scenario,0.8,1.0,1.2,1.5,2.0,2.5,3.0,4.0
EC-Earth3,r1i1p1f1,ssp245,2003-02-15 00:00:00,2006-06-16 00:00:00,2010-03-16 12:00:00,2017-11-16 00:00:00,2040-02-15 12:00:00,2052-12-16 12:00:00,2075-12-16 12:00:00,
EC-Earth3,r9i1p1f1,ssp585,1987-01-16 12:00:00,1996-05-16 12:00:00,2004-02-15 12:00:00,2017-06-16 00:00:00,2034-02-15 00:00:00,2044-01-16 12:00:00,2052-12-16 12:00:00,2067-09-16 00:00:00
EC-Earth3,r9i1p1f1,ssp370,1987-01-16 12:00:00,1996-05-16 12:00:00,2004-02-15 12:00:00,2023-01-16 12:00:00,2040-12-16 12:00:00,2051-07-16 12:00:00,2061-03-16 12:00:00,2076-04-16 00:00:00
EC-Earth3,r9i1p1f1,ssp245,1987-01-16 12:00:00,1996-05-16 12:00:00,2004-02-15 12:00:00,2016-12-16 12:00:00,2037-01-16 12:00:00,2054-11-16 00:00:00,2068-04-16 00:00:00,
EC-Earth3,r2i1p1f1,ssp245,1999-12-16 12:00:00,2005-12-16 12:00:00,2011-05-16 12:00:00,2022-02-15 00:00:00,2040-11-16 00:00:00,2055-02-15 00:00:00,2068-02-15 12:00:00,
EC-Earth3,r14i1p1f1,ssp245,1990-12-16 12:00:00,2000-03-16 12:00:00,2010-02-15 00:00:00,2022-04-16 00:00:00,2042-09-16 00:00:00,2056-08-16 12:00:00,2069-09-16 00:00:00,
EC-Earth3,r23i1p1f1,ssp245,2000-08-16 12:00:00,2004-09-16 00:00:00,2008-08-16 12:00:00,2016-08-16 12:00:00,2027-10-16 12:00:00,2039-12-16 12:00:00,2054-05-16 12:00:00,2089-03-16 12:00:00
EC-Earth3,r11i1p1f1,ssp585,2004-11-16 00:00:00,2008-11-16 00:00:00,2013-06-16 00:00:00,2020-11-16 00:00:00,2032-02-15 12:00:00,2040-06-16 00:00:00,2048-08-16 12:00:00,2067-05-16 12:00:00
EC-Earth3,r11i1p1f1,ssp370,2004-11-16 00:00:00,2008-11-16 00:00:00,2013-03-16 12:00:00,2018-12-16 12:00:00,2029-11-16 00:00:00,2040-03-16 12:00:00,2052-07-16 12:00:00,2077-06-16 00:00:00
EC-Earth3,r11i1p1f1,ssp245,2004-11-16 00:00:00,2009-03-16 12:00:00,2014-03-16 12:00:00,2020-12-16 12:00:00,2032-10-16 12:00:00,2044-11-16 00:00:00,2064-08-16 12:00:00,
EC-Earth3,r24i1p1f1,ssp245,1996-10-16 12:00:00,2003-11-16 00:00:00,2009-08-16 12:00:00,2026-05-16 12:00:00,2042-05-16 12:00:00,2055-09-16 00:00:00,2070-06-16 00:00:00,
EC-Earth3,r20i1p1f1,ssp245,2004-09-16 00:00:00,2013-05-16 12:00:00,2020-08-16 12:00:00,2028-07-16 12:00:00,2040-09-16 00:00:00,2054-10-16 12:00:00,2068-01-16 12:00:00,
EC-Earth3,r21i1p1f1,ssp245,1969-11-16 00:00:00,1979-12-16 12:00:00,1999-07-16 12:00:00,2009-02-15 00:00:00,2036-04-16 00:00:00,2049-05-16 12:00:00,2063-02-15 00:00:00,
EC-Earth3,r7i1p1f1,ssp245,2008-08-16 12:00:00,2013-07-16 12:00:00,2018-03-16 12:00:00,2025-02-15 00:00:00,2043-05-16 12:00:00,2059-07-16 12:00:00,2077-04-16 00:00:00,
EC-Earth3,r10i1p1f1,ssp245,1920-02-15 12:00:00,1935-07-16 12:00:00,2009-07-16 12:00:00,2018-09-16 00:00:00,2027-03-16 12:00:00,2034-02-15 00:00:00,2042-07-16 12:00:00,2089-09-16 00:00:00
EC-Earth3,r4i1p1f1,ssp585,1953-03-16 12:00:00,1991-01-16 12:00:00,1999-06-16 00:00:00,2012-06-16 00:00:00,2032-05-16 12:00:00,2042-09-16 00:00:00,2050-11-16 00:00:00,2063-11-16 00:00:00
EC-Earth3,r4i1p1f1,ssp370,1953-03-16 12:00:00,1991-01-16 12:00:00,1999-06-16 00:00:00,2011-03-16 12:00:00,2030-01-16 12:00:00,2042-12-16 12:00:00,2054-09-16 00:00:00,2072-12-16 12:00:00
EC-Earth3,r4i1p1f1,ssp245,1953-03-16 12:00:00,1991-01-16 12:00:00,1999-06-16 00:00:00,2013-03-16 12:00:00,2034-07-16 12:00:00,2047-08-16 12:00:00,2060-12-16 12:00:00,
EC-Earth3-AerChem,r1i1p1f1,ssp370,2009-06-16 00:00:00,2014-06-16 00:00:00,2020-12-16 12:00:00,2030-02-15 00:00:00,2043-10-16 12:00:00,2055-08-16 12:00:00,2063-03-16 12:00:00,2078-07-16 12:00:00
EC-Earth3-AerChem,r4i1p1f1,ssp370,2021-12-16 12:00:00,2025-07-16 12:00:00,2028-11-16 00:00:00,2033-11-16 00:00:00,2042-11-16 00:00:00,,,
EC-Earth3-CC,r1i1p1f1,ssp585,1979-04-16 00:00:00,1989-10-16 12:00:00,1995-06-16 00:00:00,2003-09-16 00:00:00,2030-01-16 12:00:00,2043-05-16 12:00:00,2052-05-16 12:00:00,2067-07-16 12:00:00
EC-Earth3-CC,r1i1p1f1,ssp245,1979-04-16 00:00:00,1989-10-16 12:00:00,1995-06-16 00:00:00,2003-09-16 00:00:00,2028-09-16 00:00:00,2046-07-16 12:00:00,2065-01-16 12:00:00,
EC-Earth3-Veg,r3i1p1f1,ssp585,1945-05-16 12:00:00,1998-12-16 12:00:00,2006-12-16 12:00:00,2018-04-16 00:00:00,2030-05-16 12:00:00,2042-12-16 12:00:00,2052-11-16 00:00:00,2067-04-16 00:00:00
EC-Earth3-Veg,r3i1p1f1,ssp370,1945-05-16 12:00:00,1998-12-16 12:00:00,2007-04-16 00:00:00,2022-04-16 00:00:00,2036-05-16 12:00:00,2047-08-16 12:00:00,2057-04-16 00:00:00,2074-03-16 12:00:00
EC-Earth3-Veg,r3i1p1f1,ssp245,1945-05-16 12:00:00,1998-12-16 12:00:00,2006-10-16 12:00:00,2019-06-16 00:00:00,2035-01-16 12:00:00,2049-10-16 12:00:00,2062-04-16 00:00:00,
EC-Earth3-Veg,r2i1p1f1,ssp585,1995-03-16 12:00:00,1999-10-16 12:00:00,2004-10-16 12:00:00,2013-09-16 00:00:00,2029-03-16 12:00:00,2040-10-16 12:00:00,2050-09-16 00:00:00,2068-01-16 12:00:00
EC-Earth3-Veg,r2i1p1f1,ssp370,1995-03-16 12:00:00,1999-10-16 12:00:00,2004-10-16 12:00:00,2015-01-16 12:00:00,2029-10-16 12:00:00,2044-04-16 00:00:00,2059-05-16 12:00:00,2078-03-16 12:00:00
EC-Earth3-Veg,r2i1p1f1,ssp245,1995-03-16 12:00:00,1999-10-16 12:00:00,2004-10-16 12:00:00,2015-01-16 12:00:00,2029-12-16 12:00:00,2044-07-16 12:00:00,2065-04-16 00:00:00,
EC-Earth3-Veg,r14i1p1f1,ssp585,1975-01-16 12:00:00,1986-10-16 12:00:00,1995-10-16 12:00:00,2004-11-16 00:00:00,2021-01-16 12:00:00,2033-07-16 12:00:00,2046-09-16 00:00:00,2064-01-16 12:00:00
EC-Earth3-Veg,r14i1p1f1,ssp370,1975-01-16 12:00:00,1986-10-16 12:00:00,1995-10-16 12:00:00,2004-11-16 00:00:00,2023-05-16 12:00:00,2036-03-16 12:00:00,2051-05-16 12:00:00,2070-03-16 12:00:00
EC-Earth3-Veg,r14i1p1f1,ssp245,1975-01-16 12:00:00,1986-10-16 12:00:00,1995-10-16 12:00:00,2004-11-16 00:00:00,2021-04-16 00:00:00,2039-02-15 00:00:00,2056-03-16 12:00:00,
EC-Earth3-Veg,r6i1p1f1,ssp585,2002-12-16 12:00:00,2007-11-16 00:00:00,2013-11-16 00:00:00,2022-02-15 00:00:00,2033-02-15 00:00:00,2041-06-16 00:00:00,2048-11-16 00:00:00,2066-08-16 12:00:00
EC-Earth3-Veg,r6i1p1f1,ssp245,2002-12-16 12:00:00,2007-05-16 12:00:00,2013-01-16 12:00:00,2021-07-16 12:00:00,2034-06-16 00:00:00,2046-01-16 12:00:00,2061-05-16 12:00:00,
EC-Earth3-Veg,r5i1p1f1,ssp245,1951-05-16 12:00:00,1977-01-16 12:00:00,1991-05-16 12:00:00,2002-09-16 00:00:00,2020-01-16 12:00:00,2035-11-16 00:00:00,2053-03-16 12:00:00,2082-07-16 12:00:00
EC-Earth3-Veg,r12i1p1f1,ssp585,1937-05-16 12:00:00,1946-07-16 12:00:00,1998-12-16 12:00:00,2007-12-16 12:00:00,2025-09-16 00:00:00,2037-11-16 00:00:00,2047-01-16 12:00:00,2061-07-16 12:00:00
EC-Earth3-Veg,r12i1p1f1,ssp370,1937-05-16 12:00:00,1946-07-16 12:00:00,1998-12-16 12:00:00,2007-03-16 12:00:00,2022-08-16 12:00:00,2039-11-16 00:00:00,2051-11-16 00:00:00,2068-06-16 00:00:00
EC-Earth3-Veg,r12i1p1f1,ssp245,1937-05-16 12:00:00,1946-07-16 12:00:00,1998-12-16 12:00:00,2007-05-16 12:00:00,2025-01-16 12:00:00,2041-02-15 00:00:00,2054-02-15 00:00:00,2088-08-16 12:00:00
EC-Earth3-Veg,r4i1p1f1,ssp585,2004-09-16 00:00:00,2007-12-16 12:00:00,2012-04-16 00:00:00,2018-10-16 12:00:00,2029-10-16 12:00:00,2040-10-16 12:00:00,2050-10-16 12:00:00,2068-10-16 12:00:00
EC-Earth3-Veg,r4i1p1f1,ssp370,2004-09-16 00:00:00,2007-12-16 12:00:00,2013-01-16 12:00:00,2020-04-16 00:00:00,2031-08-16 12:00:00,2043-10-16 12:00:00,2056-01-16 12:00:00,2076-11-16 00:00:00
EC-Earth3-Veg,r4i1p1f1,ssp245,2004-09-16 00:00:00,2007-12-16 12:00:00,2013-03-16 12:00:00,2019-12-16 12:00:00,2030-09-16 00:00:00,2043-09-16 00:00:00,2069-10-16 12:00:00,
EC-Earth3-Veg,r1i1p1f1,ssp585,1978-04-16 00:00:00,1988-02-15 12:00:00,1995-07-16 12:00:00,2005-10-16 12:00:00,2021-02-15 00:00:00,2034-10-16 12:00:00,2045-07-16 12:00:00,2062-08-16 12:00:00
EC-Earth3-Veg,r1i1p1f1,ssp370,1978-04-16 00:00:00,1988-02-15 12:00:00,1995-07-16 12:00:00,2005-12-16 12:00:00,2025-09-16 00:00:00,2041-01-16 12:00:00,2052-09-16 00:00:00,2070-04-16 00:00:00
EC-Earth3-Veg,r1i1p1f1,ssp245,1978-04-16 00:00:00,1988-02-15 12:00:00,1995-07-16 12:00:00,2005-11-16 00:00:00,2023-10-16 12:00:00,2043-06-16 00:00:00,2057-05-16 12:00:00,
EC-Earth3-Veg-LR,r3i1p1f1,ssp585,2003-11-16 00:00:00,2008-03-16 12:00:00,2013-10-16 12:00:00,2021-10-16 12:00:00,2033-04-16 00:00:00,2042-04-16 00:00:00,2049-09-16 00:00:00,2064-12-16 12:00:00
EC-Earth3-Veg-LR,r3i1p1f1,ssp370,2003-11-16 00:00:00,2008-03-16 12:00:00,2013-06-16 00:00:00,2021-11-16 00:00:00,2033-08-16 12:00:00,2042-07-16 12:00:00,2051-05-16 12:00:00,2071-08-16 12:00:00
EC-Earth3-Veg-LR,r3i1p1f1,ssp245,2003-11-16 00:00:00,2009-02-15 00:00:00,2015-03-16 12:00:00,2023-01-16 12:00:00,2033-04-16 00:00:00,2042-11-16 00:00:00,2052-06-16 00:00:00,
EC-Earth3-Veg-LR,r1i1p1f1,ssp585,1997-05-16 12:00:00,2003-12-16 12:00:00,2010-11-16 00:00:00,2023-12-16 12:00:00,2038-08-16 12:00:00,2049-05-16 12:00:00,2058-07-16 12:00:00,2071-08-16 12:00:00
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,1997-05-16 12:00:00,2003-12-16 12:00:00,2011-08-16 12:00:00,2023-07-16 12:00:00,2040-02-15 12:00:00,2053-02-15 00:00:00,2063-01-16 12:00:00,2081-11-16 00:00:00
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,1997-05-16 12:00:00,2003-12-16 12:00:00,2010-08-16 12:00:00,2020-11-16 00:00:00,2045-02-15 00:00:00,2062-03-16 12:00:00,2080-12-16 12:00:00,
EC-Earth3-Veg-LR,r2i1p1f1,ssp585,2003-12-16 12:00:00,2010-04-16 00:00:00,2018-01-16 12:00:00,2025-06-16 00:00:00,2034-02-15 00:00:00,2042-09-16 00:00:00,2050-07-16 12:00:00,2066-08-16 12:00:00
EC-Earth3-Veg-LR,r2i1p1f1,ssp370,2003-12-16 12:00:00,2010-07-16 12:00:00,2018-09-16 00:00:00,2028-04-16 00:00:00,2040-06-16 00:00:00,2049-04-16 00:00:00,2057-11-16 00:00:00,2077-08-16 12:00:00
EC-Earth3-Veg-LR,r2i1p1f1,ssp245,2003-12-16 12:00:00,2009-08-16 12:00:00,2018-09-16 00:00:00,2027-08-16 12:00:00,2038-08-16 12:00:00,2048-12-16 12:00:00,2063-02-15 00:00:00,
FGOALS-f3-L,r1i1p1f1,ssp585,1989-12-16 12:00:00,1996-09-16 00:00:00,2004-11-16 00:00:00,2017-08-16 12:00:00,2031-12-16 12:00:00,2043-12-16 12:00:00,2054-12-16 12:00:00,2072-06-16 00:00:00
FGOALS-f3-L,r1i1p1f1,ssp370,1989-12-16 12:00:00,1996-09-16 00:00:00,2004-11-16 00:00:00,2017-06-16 00:00:00,2031-10-16 12:00:00,2045-11-16 00:00:00,2059-04-16 00:00:00,2085-01-16 12:00:00
FGOALS-f3-L,r1i1p1f1,ssp245,1989-12-16 12:00:00,1996-09-16 00:00:00,2004-11-16 00:00:00,2017-06-16 00:00:00,2033-03-16 12:00:00,2053-05-16 12:00:00,2085-02-15 00:00:00,
FGOALS-g3,r3i1p1f1,ssp585,1994-04-16 00:00:00,2005-01-16 12:00:00,2012-11-16 00:00:00,2022-08-16 12:00:00,2044-03-16 12:00:00,2059-08-16 12:00:00,2070-12-16 12:00:00,
FGOALS-g3,r3i1p1f1,ssp370,1994-04-16 00:00:00,2005-01-16 12:00:00,2013-02-15 00:00:00,2024-09-16 00:00:00,2042-10-16 12:00:00,2062-03-16 12:00:00,2080-10-16 12:00:00,
FGOALS-g3,r3i1p1f1,ssp245,1994-04-16 00:00:00,2005-01-16 12:00:00,2013-11-16 00:00:00,2024-12-16 12:00:00,2066-10-16 12:00:00,,,
FGOALS-g3,r2i1p1f1,ssp585,1997-03-16 12:00:00,2006-02-15 00:00:00,2016-08-16 12:00:00,2026-05-16 12:00:00,2044-05-16 12:00:00,2060-06-16 00:00:00,2071-11-16 00:00:00,
FGOALS-g3,r2i1p1f1,ssp370,1997-03-16 12:00:00,2006-06-16 00:00:00,2015-02-15 00:00:00,2026-04-16 00:00:00,2047-08-16 12:00:00,2065-03-16 12:00:00,2079-11-16 00:00:00,
FGOALS-g3,r2i1p1f1,ssp245,1997-03-16 12:00:00,2006-05-16 12:00:00,2014-11-16 00:00:00,2026-12-16 12:00:00,2072-06-16 00:00:00,,,
FGOALS-g3,r5i1p1f1,ssp370,1993-12-16 12:00:00,2003-10-16 12:00:00,2015-04-16 00:00:00,2029-08-16 12:00:00,2046-05-16 12:00:00,2064-11-16 00:00:00,2080-03-16 12:00:00,
FGOALS-g3,r4i1p1f1,ssp585,1991-12-16 12:00:00,2002-07-16 12:00:00,2012-01-16 12:00:00,2026-04-16 00:00:00,2044-10-16 12:00:00,2059-05-16 12:00:00,2079-01-16 12:00:00,
FGOALS-g3,r4i1p1f1,ssp370,1991-12-16 12:00:00,2002-07-16 12:00:00,2010-03-16 12:00:00,2022-12-16 12:00:00,2041-12-16 12:00:00,2061-03-16 12:00:00,2079-11-16 00:00:00,
FGOALS-g3,r4i1p1f1,ssp245,1991-12-16 12:00:00,2002-07-16 12:00:00,2010-10-16 12:00:00,2024-08-16 12:00:00,2057-06-16 00:00:00,,,
FGOALS-g3,r1i1p1f1,ssp585,1998-05-16 12:00:00,2004-12-16 12:00:00,2011-12-16 12:00:00,2025-08-16 12:00:00,2045-04-16 00:00:00,2055-10-16 12:00:00,2070-11-16 00:00:00,
FGOALS-g3,r1i1p1f1,ssp370,1998-05-16 12:00:00,2004-12-16 12:00:00,2013-10-16 12:00:00,2025-12-16 12:00:00,2043-10-16 12:00:00,2064-07-16 12:00:00,2080-11-16 00:00:00,
FGOALS-g3,r1i1p1f1,ssp245,1998-05-16 12:00:00,2004-12-16 12:00:00,2012-12-16 12:00:00,2029-06-16 00:00:00,2060-09-16 00:00:00,,,
FIO-ESM-2-0,r3i1p1f1,ssp585,1992-03-16 12:00:00,1999-05-16 12:00:00,2005-03-16 12:00:00,2014-04-16 00:00:00,2027-05-16 12:00:00,2039-05-16 12:00:00,2048-12-16 12:00:00,2065-04-16 00:00:00
FIO-ESM-2-0,r3i1p1f1,ssp245,1992-03-16 12:00:00,1999-05-16 12:00:00,2005-03-16 12:00:00,2013-09-16 00:00:00,2026-10-16 12:00:00,2044-05-16 12:00:00,2061-07-16 12:00:00,
FIO-ESM-2-0,r1i1p1f1,ssp585,1986-03-16 12:00:00,1993-02-15 00:00:00,2001-02-15 00:00:00,2012-06-16 00:00:00,2025-07-16 12:00:00,2038-12-16 12:00:00,2048-07-16 12:00:00,2065-02-15 00:00:00
FIO-ESM-2-0,r1i1p1f1,ssp245,1986-03-16 12:00:00,1993-02-15 00:00:00,2001-02-15 00:00:00,2012-09-16 00:00:00,2027-09-16 00:00:00,2041-09-16 00:00:00,2061-06-16 00:00:00,
FIO-ESM-2-0,r2i1p1f1,ssp585,1987-05-16 12:00:00,1994-07-16 12:00:00,2000-06-16 00:00:00,2009-10-16 12:00:00,2025-11-16 00:00:00,2038-10-16 12:00:00,2048-07-16 12:00:00,2064-08-16 12:00:00
FIO-ESM-2-0,r2i1p1f1,ssp245,1987-05-16 12:00:00,1994-07-16 12:00:00,2000-06-16 00:00:00,2010-06-16 00:00:00,2027-10-16 12:00:00,2041-09-16 00:00:00,2060-11-16 00:00:00,
GFDL-CM4,r1i1p1f1,ssp585,2006-02-15 00:00:00,2012-11-16 00:00:00,2019-05-16 12:00:00,2027-07-16 12:00:00,2039-05-16 12:00:00,2048-07-16 12:00:00,2056-11-16 00:00:00,2074-09-16 00:00:00
GFDL-CM4,r1i1p1f1,ssp245,2006-01-16 12:00:00,2012-11-16 00:00:00,2019-04-16 00:00:00,2028-08-16 12:00:00,2044-06-16 00:00:00,2064-04-16 00:00:00,2085-01-16 12:00:00,
GFDL-ESM4,r3i1p1f1,ssp245,2002-09-16 00:00:00,2008-08-16 12:00:00,2016-10-16 12:00:00,2034-02-15 00:00:00,2060-01-16 12:00:00,,,
GFDL-ESM4,r2i1p1f1,ssp245,2008-01-16 12:00:00,2015-03-16 12:00:00,2023-12-16 12:00:00,2040-04-16 00:00:00,2061-03-16 12:00:00,,,
GFDL-ESM4,r1i1p1f1,ssp585,2012-02-15 00:00:00,2019-11-16 00:00:00,2027-12-16 12:00:00,2037-11-16 00:00:00,2051-04-16 00:00:00,2062-01-16 12:00:00,2072-10-16 12:00:00,
GFDL-ESM4,r1i1p1f1,ssp370,2011-07-16 12:00:00,2020-06-16 00:00:00,2029-02-15 00:00:00,2039-11-16 00:00:00,2055-02-15 00:00:00,2065-12-16 12:00:00,2078-12-16 12:00:00,
GFDL-ESM4,r1i1p1f1,ssp245,2009-11-16 00:00:00,2017-03-16 12:00:00,2024-12-16 12:00:00,2042-11-16 00:00:00,2067-12-16 12:00:00,,,
GISS-E2-1-G,r10i1p5f1,ssp370,2001-01-16 12:00:00,2007-02-15 00:00:00,2014-02-15 00:00:00,2022-02-15 00:00:00,2033-12-16 12:00:00,2048-06-16 00:00:00,2064-05-16 12:00:00,2089-05-16 12:00:00
GISS-E2-1-G,r8i1p5f1,ssp370,1999-11-16 00:00:00,2005-04-16 00:00:00,2012-07-16 12:00:00,2021-09-16 00:00:00,2036-01-16 12:00:00,2050-09-16 00:00:00,2066-02-15 00:00:00,
GISS-E2-1-G,r2i1p5f1,ssp370,2002-11-16 00:00:00,2008-08-16 12:00:00,2015-04-16 00:00:00,2023-03-16 12:00:00,2037-04-16 00:00:00,2050-11-16 00:00:00,2063-07-16 12:00:00,
GISS-E2-1-G,r2i1p5f1,ssp245,2002-11-16 00:00:00,2009-02-15 00:00:00,2015-06-16 00:00:00,2023-12-16 12:00:00,2038-01-16 12:00:00,2066-01-16 12:00:00,,
GISS-E2-1-G,r1i1p5f1,ssp585,2001-05-16 12:00:00,2007-07-16 12:00:00,2015-02-15 00:00:00,2021-11-16 00:00:00,2033-02-15 00:00:00,2045-01-16 12:00:00,2058-09-16 00:00:00,2080-12-16 12:00:00
GISS-E2-1-G,r1i1p5f1,ssp370,2001-05-16 12:00:00,2007-01-16 12:00:00,2014-11-16 00:00:00,2022-08-16 12:00:00,2034-09-16 00:00:00,2047-12-16 12:00:00,2064-04-16 00:00:00,2090-07-16 12:00:00
GISS-E2-1-G,r1i1p5f1,ssp245,2001-05-16 12:00:00,2007-08-16 12:00:00,2015-07-16 12:00:00,2023-11-16 00:00:00,2037-11-16 00:00:00,2061-03-16 12:00:00,,
GISS-E2-1-G,r7i1p5f1,ssp370,2001-09-16 00:00:00,2008-06-16 00:00:00,2015-02-15 00:00:00,2023-03-16 12:00:00,2036-08-16 12:00:00,2049-06-16 00:00:00,2065-04-16 00:00:00,
GISS-E2-1-G,r2i1p1f2,ssp585,2007-10-16 12:00:00,2015-09-16 00:00:00,2021-06-16 00:00:00,2028-05-16 12:00:00,2039-11-16 00:00:00,2050-03-16 12:00:00,2061-12-16 12:00:00,2083-06-16 00:00:00
GISS-E2-1-G,r2i1p1f2,ssp370,2008-12-16 12:00:00,2017-02-15 00:00:00,2022-05-16 12:00:00,2029-04-16 00:00:00,2044-01-16 12:00:00,2059-10-16 12:00:00,2074-04-16 00:00:00,
GISS-E2-1-G,r9i1p5f1,ssp370,2002-01-16 12:00:00,2007-08-16 12:00:00,2016-01-16 12:00:00,2024-07-16 12:00:00,2037-01-16 12:00:00,2049-09-16 00:00:00,2066-11-16 00:00:00,
GISS-E2-1-G,r6i1p5f1,ssp370,2000-02-15 00:00:00,2006-01-16 12:00:00,2013-06-16 00:00:00,2022-06-16 00:00:00,2033-07-16 12:00:00,2048-08-16 12:00:00,2064-12-16 12:00:00,
GISS-E2-1-G,r6i1p1f2,ssp370,2006-02-15 00:00:00,2014-05-16 12:00:00,2019-08-16 12:00:00,2027-03-16 12:00:00,2041-06-16 00:00:00,2054-11-16 00:00:00,2071-05-16 12:00:00,
GISS-E2-1-G,r6i1p1f2,ssp245,2006-02-15 00:00:00,2014-02-15 00:00:00,2019-03-16 12:00:00,2028-02-15 00:00:00,2043-06-16 00:00:00,2070-12-16 12:00:00,,
GISS-E2-1-G,r1i1p3f1,ssp585,2007-02-15 00:00:00,2015-02-15 00:00:00,2022-08-16 12:00:00,2029-02-15 00:00:00,2040-04-16 00:00:00,2051-07-16 12:00:00,2063-04-16 00:00:00,2084-10-16 12:00:00
GISS-E2-1-G,r1i1p3f1,ssp370,2007-04-16 00:00:00,2015-10-16 12:00:00,2023-04-16 00:00:00,2029-02-15 00:00:00,2042-11-16 00:00:00,2056-12-16 12:00:00,2073-02-15 00:00:00,
GISS-E2-1-G,r1i1p3f1,ssp245,2007-01-16 12:00:00,2015-07-16 12:00:00,2024-04-16 00:00:00,2030-12-16 12:00:00,2047-05-16 12:00:00,2071-10-16 12:00:00,,
GISS-E2-1-G,r4i1p3f1,ssp585,2005-06-16 00:00:00,2014-02-15 00:00:00,2021-08-16 12:00:00,2029-09-16 00:00:00,2040-04-16 00:00:00,2052-10-16 12:00:00,2063-04-16 00:00:00,2085-03-16 12:00:00
GISS-E2-1-G,r4i1p3f1,ssp370,2005-06-16 00:00:00,2016-07-16 12:00:00,2022-03-16 12:00:00,2032-02-15 00:00:00,2045-07-16 12:00:00,2060-04-16 00:00:00,2074-10-16 12:00:00,
GISS-E2-1-G,r4i1p3f1,ssp245,2005-05-16 12:00:00,2015-08-16 12:00:00,2020-12-16 12:00:00,2030-03-16 12:00:00,2046-12-16 12:00:00,2074-05-16 12:00:00,,
GISS-E2-1-G,r5i1p3f1,ssp585,2007-04-16 00:00:00,2015-06-16 00:00:00,2020-09-16 00:00:00,2028-12-16 12:00:00,2042-03-16 12:00:00,2055-01-16 12:00:00,2067-06-16 00:00:00,2087-01-16 12:00:00
GISS-E2-1-G,r5i1p3f1,ssp245,2007-04-16 00:00:00,2015-10-16 12:00:00,2022-05-16 12:00:00,2032-12-16 12:00:00,2048-12-16 12:00:00,2073-12-16 12:00:00,,
GISS-E2-1-G,r4i1p5f1,ssp370,2001-10-16 12:00:00,2007-02-15 00:00:00,2015-03-16 12:00:00,2024-12-16 12:00:00,2034-07-16 12:00:00,2049-07-16 12:00:00,2063-04-16 00:00:00,
GISS-E2-1-G,r4i1p5f1,ssp245,2001-10-16 12:00:00,2006-07-16 12:00:00,2014-07-16 12:00:00,2024-03-16 12:00:00,2038-08-16 12:00:00,2060-07-16 12:00:00,,
GISS-E2-1-G,r10i1p1f2,ssp370,2005-02-15 00:00:00,2013-12-16 12:00:00,2020-01-16 12:00:00,2028-06-16 00:00:00,2042-07-16 12:00:00,2058-12-16 12:00:00,2075-06-16 00:00:00,
GISS-E2-1-G,r10i1p1f2,ssp245,2005-02-15 00:00:00,2014-04-16 00:00:00,2019-11-16 00:00:00,2028-01-16 12:00:00,2044-10-16 12:00:00,2068-09-16 00:00:00,,
GISS-E2-1-G,r3i1p5f1,ssp370,2000-06-16 00:00:00,2007-06-16 00:00:00,2015-11-16 00:00:00,2024-07-16 12:00:00,2035-02-15 00:00:00,2050-04-16 00:00:00,2068-01-16 12:00:00,
GISS-E2-1-G,r3i1p5f1,ssp245,2000-06-16 00:00:00,2007-06-16 00:00:00,2015-08-16 12:00:00,2023-03-16 12:00:00,2037-06-16 00:00:00,2056-02-15 00:00:00,,
GISS-E2-1-G,r2i1p3f1,ssp585,2007-02-15 00:00:00,2015-01-16 12:00:00,2021-06-16 00:00:00,2029-05-16 12:00:00,2042-05-16 12:00:00,2053-12-16 12:00:00,2065-04-16 00:00:00,2085-10-16 12:00:00
GISS-E2-1-G,r2i1p3f1,ssp370,2008-02-15 00:00:00,2017-02-15 00:00:00,2023-07-16 12:00:00,2030-07-16 12:00:00,2046-06-16 00:00:00,2061-05-16 12:00:00,2076-11-16 00:00:00,
GISS-E2-1-G,r2i1p3f1,ssp245,2006-12-16 12:00:00,2014-12-16 12:00:00,2022-04-16 00:00:00,2030-07-16 12:00:00,2046-10-16 12:00:00,2075-04-16 00:00:00,,
GISS-E2-1-G,r7i1p1f2,ssp370,2005-04-16 00:00:00,2012-02-15 00:00:00,2019-07-16 12:00:00,2028-03-16 12:00:00,2042-02-15 00:00:00,2058-04-16 00:00:00,2075-01-16 12:00:00,
GISS-E2-1-G,r7i1p1f2,ssp245,2005-04-16 00:00:00,2011-06-16 00:00:00,2018-11-16 00:00:00,2028-05-16 12:00:00,2045-02-15 00:00:00,2069-04-16 00:00:00,,
GISS-E2-1-G,r5i1p1f2,ssp585,2006-06-16 00:00:00,2013-07-16 12:00:00,2019-10-16 12:00:00,2027-03-16 12:00:00,2036-11-16 00:00:00,2046-12-16 12:00:00,2058-08-16 12:00:00,2084-06-16 00:00:00
GISS-E2-1-G,r5i1p1f2,ssp370,2006-07-16 12:00:00,2013-09-16 00:00:00,2019-11-16 00:00:00,2027-07-16 12:00:00,2042-05-16 12:00:00,2060-03-16 12:00:00,2074-06-16 00:00:00,
GISS-E2-1-G,r9i1p1f2,ssp370,2006-04-16 00:00:00,2014-08-16 12:00:00,2020-12-16 12:00:00,2029-03-16 12:00:00,2044-04-16 00:00:00,2059-03-16 12:00:00,2075-07-16 12:00:00,
